Nombre base de datos,nombre_tabla,id,nombre_campo,tipo_dato,atributo,tabla_origen,campo_origen,campo_anidado,estado
precarga_anualmorales,concepto_0101,101,SAT_0401000,"decimal(14,0)",Total de ingresos acumulables,silver_amdetercaratula,totalIngAcum,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_0402000,"decimal(14,0)",Total de deducciones autorizadas,silver_amdetercaratula,totalDeducAutoriza,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_0403000,"decimal(14,0)",Utilidad Fiscal antes de PTU,silver_amdetercaratula,utilFiscalAntesPtu,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_0404000,"decimal(14,0)",Pérdida fiscal antes de PTU,silver_amdetercaratula,perdFiscalAntesPtu,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_0408000,"decimal(14,0)",PTU pagada en el ejercicio,silver_amdetercaratula,ptuPagadaEjer,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_0409000,"decimal(14,0)",Utilidad fiscal del ejercicio,silver_amdetercaratula,utilFiscalEjer,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_0410000,"decimal(14,0)",Pérdida fiscal del ejercicio,silver_amdetercaratula,perdFiscalEjer,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_0413000,"decimal(14,0)",Pérdidas fiscales de ejercicios anteriores que se aplican en el ejercicio,silver_amdetercaratula,perdFiscalEjerAnte,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_0414000,"decimal(14,0)",Resultado fiscal,silver_amdetercaratula,resultaFiscal,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_0415000,"decimal(14,0)",Impuesto causado del ejercicio,silver_amdetercaratula,impuCausaEjer,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_0417028,"DECIMAL(15,0)",PTU pagada,silver_amdetercaratula,totPtuPagada,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_0418000,"decimal(14,0)",Estímulos por aplicar al impuesto causado,silver_amdetercaratula,pagosProvEfec,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_0421000,"decimal(14,0)",Impuesto sobre la renta del ejercicio,silver_amdetercaratula,impuSobreRentaEjer,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_0423000,"decimal(14,0)",Impuesto acreditable por dividendos o utilidades distribuidas,silver_amdetercaratula,impuAcredDiv,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_0425000,"decimal(14,0)",Impuesto acreditable pagado en el extranjero,silver_amdetercaratula,impuAcredPagoExtran,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_0428000,"decimal(14,0)",Pagos provisionales efectuados,silver_amdetercaratula,pagosProvEfec,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_0429000,"decimal(14,0)",ISR retenido al contribuyente,silver_amdetercaratula,isrRetenContri,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_0430000,"decimal(14,0)",ISR  a favor del ejercicio,silver_amdetercaratula,isrFavorEjer,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_0431000,"decimal(14,0)",ISR  a cargo del ejercicio,silver_amdetercaratula,isrCargoEjer,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_0501010,"decimal(14,0)",Subsidio pendiente de aplicar,silver_ampagoscaratula,subsiPendAplica,am_pagos_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_0601000,"decimal(14,4)",Coeficiente de utilidad por aplicar en el ejercicio siguiente,silver_amadiccaratula,coeficienteUtil,am_adic_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_0606000,"decimal(14,0)",PTU generada durante el ejercicio,silver_amadiccaratula,ptuGeneradaEjer,am_adic_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_0607000,"decimal(14,0)",PTU no cobrada en el ejercicio anterior,silver_amadiccaratula,ptuNoCobradaEjerAnte,am_adic_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_0608000,"decimal(14,0)",PTU a disminuir por pagos en exceso de ejercicios anteriores,silver_amadiccaratula,ptuDismiPagoExceso,am_adic_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_0609000,"decimal(14,0)",PTU total a distribuir entre los trabajadores,silver_amadiccaratula,ptuTotalEntreTrabaj,am_adic_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_0610000,"decimal(14,0)",Cuenta de capital de aportación (CUCA),silver_amadiccaratula,ctaCapitalAporta,am_adic_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_0611000,"decimal(14,0)",Cuenta de utilidad fiscal neta (CUFIN),silver_amadiccaratula,ctaUtilFiscalNeta,am_adic_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_23A,boolean,Opta por pago en parcialidades,silver_ampagoscaratula,optaPagarParcial,am_pagos_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_24004,string,Línea de captura,silver_satcontribuyentedecla,lineaCaptura,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_24007,"decimal(14,0)",Importe de la línea de captura,silver_satcontribuyentedecla,totalPagar,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_C10,"decimal(14,0)",Multa por corrección fiscal,silver_ampagoscaratula,cargoAdicMultaCorrec,am_pagos_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_C11,"decimal(14,0)",Total de contribuciones,silver_ampagoscaratula,totalContrib,am_pagos_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_C12A,"decimal(14,0)",Subsidio para el empleo,silver_ampagoscaratula,subsiParaEmpleo,am_pagos_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_C13,"decimal(14,0)",Compensaciones,silver_ampagoscaratula,aplicaCompensa,am_pagos_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_C18,"decimal(14,0)",Estímulos al impuesto a cargo,silver_ampagoscaratula,estimimpucausado,am_pagos_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_C19,"decimal(14,0)",Acreditamiento de sorteos,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_C20,"decimal(14,0)",Monto pagado con anterioridad,silver_ampagoscaratula,montoPagoAnterior,am_pagos_caratula,ORIGINAL
precarga_anualmorales,Concepto_0101,101,SAT_C20A,"decimal(14,0)",Monto del pago de línea de captura emitida por la ADR,silver_ampagoscaratula,montopagolineacapadr,am_pagos_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,FechaProcesamiento,timestamp,Fecha de procesamiento,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,Concepto_0101,101,SAT_C20Z,"decimal(14,0)",Total,silver_ampagoscaratula,totallineacapturaadrs,am_pagos_caratula,ORIGINAL
precarga_anualmorales,Concepto_0101,101,SAT_C20Z1,"decimal(14,0)",Total,silver_ampagoscaratula,totalPagIndent,am_pagos_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_C21,"decimal(14,0)",Total de aplicaciones,silver_ampagoscaratula,totalAplicaciones,am_pagos_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_C22,"decimal(14,0)",Cantidad a cargo,silver_ampagoscaratula,cantidadCargo,am_pagos_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_C25,"decimal(14,0)",Cantidad a favor,silver_ampagoscaratula,cantidadFavor,am_pagos_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_C26,"decimal(14,0)",Cantidad a pagar,silver_ampagoscaratula,cantidadPagar,am_pagos_caratula,ORIGINAL
precarga_anualmorales,Concepto_0101,101,SAT_C5A,timestamp,Fecha de pago de la línea de captura emitida por la ADR,silver_ampagoscaratula,fechapagolineacapturaadrs,am_pagos_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_C6,"decimal(14,0)",Impuesto a favor,silver_ampagoscaratula,impuFavor,am_pagos_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,idEjecucionNPSI,string,Identificador de ejecucion Origen NPSI,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0101,101,idEjecucionPrecarga,string,Identificador de ejecucion que Inserta/actualiza Precarga,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_C7,"decimal(14,0)",Impuesto a cargo,silver_ampagoscaratula,impuCargo,am_pagos_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_C7BIS,"decimal(14,0)",Pago provisional,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_C8,"decimal(14,0)",Parte actualizada,silver_ampagoscaratula,cargoAdicParteActual,am_pagos_caratula,ORIGINAL
precarga_anualmorales,concepto_0101,101,SAT_C9,"decimal(14,0)",Recargos,silver_ampagoscaratula,cargoAdicRecargo,am_pagos_caratula,ORIGINAL
precarga_anualmorales,concepto_0101_coeficienteutilidad,101,IdentificadorDeclaracion,string,Identificador declaración,silver_satcontribuyentedecla,idDeclaracion,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0101_coeficienteutilidad,101,NumeroOperacion,bigint,Numero operación,silver_satcontribuyentedecla,numeroOperacion,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0101_coeficienteutilidad,101,Ejercicio,smallint,Ejercicio del contribuyente,silver_satcontribuyentedecla,ejercicio,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0101_coeficienteutilidad,101,RFC,string,RFC del contribuyente,silver_satcontribuyentedecla,rfcDeclarante,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0101_coeficienteutilidad,101,SAT_0602000,"decimal(14,4)",Coeficiente de utilidad,silver_amadiccaratula,coeficienteUtil,am_adic_caratula,ORIGINAL
precarga_anualmorales,concepto_0101_coeficienteutilidad,101,FechaProcesamiento,timestamp,Fecha de procesamiento,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0101_coeficienteutilidad,101,idEjecucionNPSI,string,Identificador de ejecucion Origen NPSI,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0101_coeficienteutilidad,101,idEjecucionPrecarga,string,Identificador de ejecucion que Inserta/actualiza Precarga,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0101_estimulos,101,IdentificadorDeclaracion,string,Identificador declaración,silver_satcontribuyentedecla,idDeclaracion,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0101_estimulos,101,NumeroOperacion,bigint,Numero operación,silver_satcontribuyentedecla,numeroOperacion,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0101_estimulos,101,Ejercicio,smallint,Ejercicio del contribuyente,silver_satcontribuyentedecla,ejercicio,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0101_estimulos,101,RFC,string,RFC del contribuyente,silver_satcontribuyentedecla,rfcDeclarante,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0101_estimulos,101,SAT_0417001,string,Tipo de estímulo,silver_amdeterestimuloaplicaimp,idTipoEstim,am_deter_estimulo_aplica_imp,ORIGINAL
precarga_anualmorales,concepto_0101_estimulos,101,SAT_0417003,"decimal(14,0)",Saldo pendiente de aplicar de ejercicios anteriores,silver_amdeterestimuloaplicaimp,saldoPendAplicaEjer,am_deter_estimulo_aplica_imp,ORIGINAL
precarga_anualmorales,concepto_0101_estimulos,101,SAT_0417004,"decimal(14,0)",Estímulo autorizado en ejercicio que se declara,silver_amdeterestimuloaplicaimp,estimAutoEjerDecla,am_deter_estimulo_aplica_imp,ORIGINAL
precarga_anualmorales,concepto_0101_estimulos,101,SAT_0417005,"decimal(14,0)",Aplicado en pagos provisionales,silver_amdeterestimuloaplicaimp,aplicadoPagosProv,am_deter_estimulo_aplica_imp,ORIGINAL
precarga_anualmorales,concepto_0101_estimulos,101,SAT_0417006,"decimal(14,0)",Por aplicar en declaración anual,silver_amdeterestimuloaplicaimp,porAplicarDeclaAnual,am_deter_estimulo_aplica_imp,ORIGINAL
precarga_anualmorales,concepto_0101_estimulos,101,SAT_0417007,"decimal(14,0)",Remanente,silver_amdeterestimuloaplicaimp,remanente,am_deter_estimulo_aplica_imp,ORIGINAL
precarga_anualmorales,concepto_0101_estimulos,101,FechaProcesamiento,timestamp,Fecha de procesamiento,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0101_estimulos,101,idEjecucionNPSI,string,Identificador de ejecucion Origen NPSI,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0101_estimulos,101,idEjecucionPrecarga,string,Identificador de ejecucion que Inserta/actualiza Precarga,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditabledividendos,101,IdentificadorDeclaracion,string,Identificador declaración,silver_satcontribuyentedecla,idDeclaracion,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditabledividendos,101,NumeroOperacion,bigint,Numero operación,silver_satcontribuyentedecla,numeroOperacion,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditabledividendos,101,Ejercicio,smallint,Ejercicio del contribuyente,silver_satcontribuyentedecla,ejercicio,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditabledividendos,101,RFC,string,RFC del contribuyente,silver_satcontribuyentedecla,rfcDeclarante,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditabledividendos,101,SAT_0422001,smallint,Ejercicio al que corresponde el dividendo o utilidad,silver_amdeterimpuestoacredita,ejerCorrespoDiv,am_deter_impuesto_acredita,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditabledividendos,101,SAT_0422002,"decimal(14,0)",Total de dividendos pagados,silver_amdeterimpuestoacredita,totalDivPago,am_deter_impuesto_acredita,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditabledividendos,101,SAT_0422003,"decimal(14,0)",ISR por dividendos pagados,silver_amdeterimpuestoacredita,isrDivPago,am_deter_impuesto_acredita,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditabledividendos,101,SAT_0422004,"decimal(14,0)",ISR por dividendos a acreditar,silver_amdeterimpuestoacredita,isrDivAcreditar,am_deter_impuesto_acredita,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditabledividendos,101,SAT_0422005,"decimal(14,0)",Remanente,silver_amdeterimpuestoacredita,remanente,am_deter_impuesto_acredita,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditabledividendos,101,SAT_0422007,"decimal(14,0)",Total de dividendos pagados,silver_amdetercaratula,totalDivPago,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditabledividendos,101,SAT_0422008,"decimal(14,0)",Total de ISR por dividendos pagados,silver_amdetercaratula,totalIsrDivPago,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditabledividendos,101,SAT_0422009,"decimal(14,0)",Total de ISR por dividendos a acreditar,silver_amdetercaratula,totalIsrDivAcred,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditabledividendos,101,SAT_0422010,"decimal(14,0)",Total de Remanente,silver_amdetercaratula,totalRemanenteAcredExt,am_deter_caratula,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditabledividendos,101,FechaProcesamiento,timestamp,Fecha de procesamiento,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditabledividendos,101,idEjecucionNPSI,string,Identificador de ejecucion Origen NPSI,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditabledividendos,101,idEjecucionPrecarga,string,Identificador de ejecucion que Inserta/actualiza Precarga,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditablepagoextranjero,101,Ejercicio,smallint,Ejercicio del contribuyente,silver_satcontribuyentedecla,ejercicio,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditablepagoextranjero,101,IdentificadorDeclaracion,string,Identificador declaración,silver_satcontribuyentedecla,idDeclaracion,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditablepagoextranjero,101,NumeroOperacion,bigint,Numero operación,silver_satcontribuyentedecla,numeroOperacion,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditablepagoextranjero,101,RFC,string,RFC del contribuyente,silver_satcontribuyentedecla,rfcDeclarante,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditablepagoextranjero,101,SAT_0424001,smallint,Año en que se pagó el impuesto,silver_amdeterimpuestopagadoextra,anioPagoImpuEjer,am_deter_impuesto_pagado_extra,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditablepagoextranjero,101,SAT_0424002,"decimal(14,0)",Impuesto pendiente de acreditar,silver_amdeterimpuestopagadoextra,impuPendAcred,am_deter_impuesto_pagado_extra,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditablepagoextranjero,101,SAT_0424003,"decimal(14,0)",Impuesto a acreditar en este ejercicio,silver_amdeterimpuestopagadoextra,impuAcredEjer,am_deter_impuesto_pagado_extra,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditablepagoextranjero,101,SAT_0424004,"decimal(14,0)",Remanente,silver_amdeterimpuestopagadoextra,remanente,am_deter_impuesto_pagado_extra,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditablepagoextranjero,101,FechaProcesamiento,timestamp,Fecha de procesamiento,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditablepagoextranjero,101,idEjecucionNPSI,string,Identificador de ejecucion Origen NPSI,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,concepto_0101_impacreditablepagoextranjero,101,idEjecucionPrecarga,string,Identificador de ejecucion que Inserta/actualiza Precarga,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,Concepto_0101_lineacapturaadr,101,IdentificadorDeclaracion,string,Identificador de la declaración,silver_satcontribuyentedecla,idDeclaracion,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,Concepto_0101_lineacapturaadr,101,NumeroOperacion,bigint,Número de operación,silver_satcontribuyentedecla,numeroOperacion,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,Concepto_0101_lineacapturaadr,101,Ejercicio,smallint,Ejercicio fiscal,silver_satcontribuyentedecla,ejercicio,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,Concepto_0101_lineacapturaadr,101,RFC,string,RFC del contribuyente,silver_satcontribuyentedecla,rfcDeclarante,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,Concepto_0101_lineacapturaadr,101,SAT_C20S,string,Línea de captura,silver_ampagolineacappagada,lineacapturaemiadr,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0101_lineacapturaadr,101,SAT_C20T,string,Número de documento de pago,silver_ampagolineacappagada,numdocpagoemitidoadr,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0101_lineacapturaadr,101,SAT_C20U,string,Cve de Banco,silver_ampagolineacappagada,bancoreceptorpagoadr,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0101_lineacapturaadr,101,SAT_C20V,date,Fecha de pago,silver_ampagolineacappagada,fechapagoadr,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0101_lineacapturaadr,101,SAT_C20W,string,Número de operación del pago,silver_ampagolineacappagada,numoperacionpago,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0101_lineacapturaadr,101,SAT_C20X,string,Llave de pago,silver_ampagolineacappagada,llavepago,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0101_lineacapturaadr,101,SAT_C20Y,"decimal(19,4)",Monto pagado,silver_ampagolineacappagada,montopagadoadr,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0101_lineacapturaadr,101,FechaProcesamiento,timestamp,Fecha de procesamiento,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,Concepto_0101_lineacapturaadr,101,idEjecucionNPSI,string,Identificador de ejecucion Origen NPSI,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,Concepto_0101_lineacapturaadr,101,idEjecucionPrecarga,string,Identificador de ejecucion que Inserta/actualiza Precarga,NULL,NULL,NULL,ORIGINAL
precarga_anualmorales,Concepto_0101_lineacapturapagoant,101,IdentificadorDeclaracion,string,Identificador de la declaración,silver_satcontribuyentedecla,idDeclaracion,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,Concepto_0101_lineacapturapagoant,101,NumeroOperacion,bigint,Número de operación,silver_satcontribuyentedecla,numeroOperacion,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,Concepto_0101_lineacapturapagoant,101,Ejercicio,smallint,Ejercicio fiscal,silver_satcontribuyentedecla,ejercicio,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,Concepto_0101_lineacapturapagoant,101,RFC,string,RFC del contribuyente,silver_satcontribuyentedecla,rfcDeclarante,sat_contribuyente_decla,ORIGINAL
precarga_anualmorales,Concepto_0101_lineacapturapagoant,101,SAT_C20S1,string,Línea de captura,silver_ampagolineacappagada,lineacapturaemiadr,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0101_lineacapturapagoant,101,SAT_C20T1,string,Número de documento de pago,silver_ampagolineacappagada,numDeclaracionPag,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0101_lineacapturapagoant,101,SAT_C20U1,string,Cve de Banco,silver_ampagolineacappagada,bancoreceptorpagoadr,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0101_lineacapturapagoant,101,SAT_C20V1,date,Fecha de pago,silver_ampagolineacappagada,fechapagoadr,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0101_lineacapturapagoant,101,SAT_C20W1,string,Número de operación del pago,silver_ampagolineacappagada,numoperacionpago,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0101_lineacapturapagoant,101,SAT_C20X1,string,Llave de pago,silver_ampagolineacappagada,llavepago,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0101_lineacapturapagoant,101,SAT_C20Y1,"decimal(19,4)",Monto pagado,silver_ampagolineacappagada,montopagadoadr,am_pago_linea_cap_pagada,ORIGINAL
precarga_anualmorales,Concepto_0101_lineacapturapagoant,101,FechaProcesamiento,timestamp,Fecha de procesamiento,NULL,NULL,NULL,ORIGINAL
